rk,player,nation,squad,comp,season,age,born,ninety_mins_played,passes_attempted,live_ball_passes,dead_ball_passes,free_kick_passes,through_balls,switches,crosses,throw_ins,corner_kicks,inswinging_corners,outswinging_corners,straight_corners,passes_completed,passes_offside,passes_blocked,position,age_range,general_position,country,continent
758,John Egan,IRL,Sheffield Utd,Premier League,2019,26.0,1992.0,35.4,1302,1270,28,22,0,20,2,6,0,0,0,0,1040,4,3,DF,25-29,Defender,Republic of Ireland,Europe
759,Johannes Eggestein,GER,Werder Bremen,Bundesliga,2019,21.0,1998.0,5.7,202,193,7,2,0,0,13,3,2,0,2,0,144,2,9,"MF,FW",20-24,Midfielder,Germany,Europe
760,Maximilian Eggestein,GER,Werder Bremen,Bundesliga,2019,22.0,1996.0,31.7,1459,1372,77,26,3,6,22,51,0,0,0,0,1125,10,54,MF,20-24,Midfielder,Germany,Europe
761,Kingsley Ehizibue,NED,Köln,Bundesliga,2019,24.0,1995.0,25.9,1128,898,228,13,0,3,72,215,0,0,0,0,829,2,34,DF,20-24,Defender,Netherlands,Europe
762,Albin Ekdal,SWE,Sampdoria,Serie A,2019,30.0,1989.0,26.5,1165,1092,69,63,2,1,9,6,0,0,0,0,991,4,12,MF,30-34,Midfielder,Sweden,Europe
763,Harvey Elliott,ENG,Liverpool,Premier League,2019,16.0,2003.0,0.1,15,11,4,0,0,0,3,1,3,0,2,0,11,0,0,DF,Under 20,Defender,England,Europe
766,Ahmed Elmohamady,EGY,Aston Villa,Premier League,2019,31.0,1987.0,11.5,657,550,104,6,0,2,58,98,0,0,0,0,496,3,13,DF,30-34,Defender,Egypt,Africa
768,Nico Elvedi,SUI,Gladbach,Bundesliga,2019,22.0,1996.0,29.1,1741,1680,58,57,0,5,1,1,0,0,0,0,1598,3,9,DF,20-24,Defender,Switzerland,Europe
769,Rodrigo Ely,BRA,Alavés,La Liga,2019,25.0,1993.0,23.6,893,853,38,37,0,8,2,0,0,0,0,0,671,2,6,DF,25-29,Defender,Brazil,South America
771,Breel Embolo,SUI,Gladbach,Bundesliga,2019,22.0,1997.0,17.2,384,358,19,1,4,0,3,0,0,0,0,0,288,7,15,"FW,MF",20-24,Forward,Switzerland,Europe
772,Emerson,BRA,Betis,La Liga,2019,20.0,1999.0,31.5,1615,1300,311,45,3,12,80,266,0,0,0,0,1265,4,54,DF,20-24,Defender,Brazil,South America
774,Alan Empereur,BRA,Hellas Verona,Serie A,2019,25.0,1994.0,9.5,468,438,29,23,0,2,2,6,0,0,0,0,394,1,6,DF,25-29,Defender,Brazil,South America
780,Christian Eriksen,DEN,Tottenham,Premier League,2019,27.0,1992.0,12.2,761,673,84,23,5,5,72,11,47,19,20,0,563,4,13,"MF,FW",25-29,Midfielder,Denmark,Europe
781,Christian Eriksen,DEN,Inter,Serie A,2019,27.0,1992.0,7.8,473,412,61,16,1,4,59,2,42,19,15,1,353,0,14,MF,25-29,Midfielder,Denmark,Europe
782,Gonzalo Escalante,ARG,Eibar,La Liga,2019,26.0,1993.0,18.6,666,641,18,7,0,4,16,10,1,1,0,0,447,7,17,MF,25-29,Midfielder,Argentina,South America
785,Bernardo Espinosa,COL,Espanyol,La Liga,2019,30.0,1989.0,25.1,1122,1078,37,35,0,8,1,2,0,0,0,0,827,7,7,DF,30-34,Defender,Colombia,South America
786,Sebastiano Esposito,ITA,Inter,Serie A,2019,17.0,2002.0,2.2,67,58,9,1,1,0,7,1,6,6,0,0,41,0,3,FW,Under 20,Forward,Italy,Europe
788,Alexander Esswein,GER,Hertha BSC,Bundesliga,2019,29.0,1990.0,2.4,85,79,6,1,0,1,6,5,0,0,0,0,53,0,5,"FW,MF",25-29,Forward,Germany,Europe
789,Pervis Estupiñán,ECU,Osasuna,La Liga,2019,21.0,1998.0,33.1,1831,1424,397,15,1,20,162,380,2,0,0,0,1311,10,54,DF,20-24,Defender,Ecuador,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
799,Fabinho,BRA,Liverpool,Premier League,2019,25.0,1993.0,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13,MF,25-29,Midfielder,Brazil,South America
800,Fábio,BRA,Nantes,Ligue 1,2019,29.0,1990.0,9.3,533,428,104,3,0,1,20,101,0,0,0,0,422,1,12,DF,25-29,Defender,Brazil,South America
803,Ralf Fährmann,GER,Norwich City,Premier League,2019,30.0,1988.0,0.2,10,7,3,0,0,0,0,0,0,0,0,0,7,0,0,GK,30-34,Goalkeeper,Germany,Europe
805,Luca Falbo,ITA,Lazio,Serie A,2019,19.0,2000.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,DF,Under 20,Defender,Italy,Europe
806,Filippo Falco,ITA,Lecce,Serie A,2019,27.0,1992.0,22.4,1023,887,132,44,1,5,127,8,42,7,1,0,818,4,28,"FW,MF",25-29,Forward,Italy,Europe
808,Wladimiro Falcone,ITA,Sampdoria,Serie A,2019,24.0,1995.0,2.0,61,35,26,8,0,0,0,0,0,0,0,0,38,0,0,GK,20-24,Goalkeeper,Italy,Europe
814,Paolo Faragò,ITA,Cagliari,Serie A,2019,26.0,1993.0,14.9,877,729,147,17,1,7,44,130,0,0,0,0,683,1,16,"DF,MF",25-29,Defender,Italy,Europe
815,Davide Faraoni,ITA,Hellas Verona,Serie A,2019,27.0,1991.0,35.9,1718,1391,321,23,1,9,130,290,8,0,8,0,1214,6,40,DF,25-29,Defender,Italy,Europe
817,Diego Farias,BRA,Lecce,Serie A,2019,29.0,1990.0,9.2,360,332,27,2,2,5,24,7,16,5,0,0,288,1,7,"MF,FW",25-29,Midfielder,Brazil,South America
819,Julien Faussurier,FRA,Brest,Ligue 1,2019,32.0,1987.0,22.0,1278,979,295,22,4,13,80,269,4,0,1,0,887,4,28,DF,30-34,Defender,France,Europe
820,Andrea Favilli,ITA,Genoa,Serie A,2019,22.0,1997.0,7.3,193,176,16,2,1,3,1,0,0,0,0,0,133,1,5,FW,20-24,Forward,Italy,Europe
821,Federico Fazio,ARG,Roma,Serie A,2019,32.0,1987.0,13.5,675,640,34,29,0,4,2,5,0,0,0,0,587,1,4,DF,30-34,Defender,Argentina,South America
825,Nabil Fekir,FRA,Betis,La Liga,2019,26.0,1993.0,29.3,1020,958,56,27,1,11,51,11,12,6,4,0,824,6,26,"MF,FW",25-29,Midfielder,France,Europe
826,Felipe,BRA,Atlético Madrid,La Liga,2019,30.0,1989.0,23.4,929,890,34,32,0,12,1,2,0,0,0,0,709,5,7,DF,30-34,Defender,Brazil,South America
826,Felipe,BRA,Atlético Madrid,La Liga,2019,30.0,1989.0,23.4,929,890,34,32,0,12,1,2,0,0,0,0,709,5,7,DF,30-34,Defender,Brazil,South America
826,Felipe,BRA,Atlético Madrid,La Liga,2019,30.0,1989.0,23.4,929,890,34,32,0,12,1,2,0,0,0,0,709,5,7,DF,30-34,Defender,Brazil,South America
826,Felipe,BRA,Atlético Madrid,La Liga,2019,30.0,1989.0,23.4,929,890,34,32,0,12,1,2,0,0,0,0,709,5,7,DF,30-34,Defender,Brazil,South America
827,Luiz Felipe,ITA,Lazio,Serie A,2019,22.0,1997.0,22.5,1168,1129,39,25,0,7,6,14,0,0,0,0,1031,0,15,DF,20-24,Defender,Italy,Europe
827,Luiz Felipe,ITA,Lazio,Serie A,2019,22.0,1997.0,22.5,1168,1129,39,25,0,7,6,14,0,0,0,0,1031,0,15,DF,20-24,Defender,Italy,Europe
827,Luiz Felipe,ITA,Lazio,Serie A,2019,22.0,1997.0,22.5,1168,1129,39,25,0,7,6,14,0,0,0,0,1031,0,15,DF,20-24,Defender,Italy,Europe
827,Luiz Felipe,ITA,Lazio,Serie A,2019,22.0,1997.0,22.5,1168,1129,39,25,0,7,6,14,0,0,0,0,1031,0,15,DF,20-24,Defender,Italy,Europe
828,Lucas Felippe,BRA,Hellas Verona,Serie A,2019,19.0,2000.0,0.3,22,22,0,0,0,1,0,0,0,0,0,0,20,0,0,"MF,DF",Under 20,Midfielder,Brazil,South America
829,João Félix,POR,Atlético Madrid,La Liga,2019,19.0,1999.0,19.4,530,506,22,2,6,1,18,4,3,0,1,0,405,2,16,"FW,MF",Under 20,Forward,Portugal,Europe
832,Zinedine Ferhat,ALG,Nîmes,Ligue 1,2019,26.0,1993.0,25.0,938,812,119,43,2,6,165,15,61,17,33,5,587,7,34,"FW,MF",25-29,Forward,Algeria,Africa
833,Bruno Fernandes,POR,Manchester Utd,Premier League,2019,24.0,1994.0,13.2,861,758,99,24,8,14,75,5,56,23,22,0,607,4,20,MF,20-24,Midfielder,Portugal,Europe
834,Edimilson Fernandes,SUI,Mainz 05,Bundesliga,2019,23.0,1996.0,16.5,700,689,11,10,3,9,15,1,0,0,0,0,599,0,8,"MF,DF",20-24,Midfielder,Switzerland,Europe
836,Gelson Fernandes,SUI,Eint Frankfurt,Bundesliga,2019,32.0,1986.0,8.6,264,264,0,0,0,0,2,0,0,0,0,0,209,0,6,MF,30-34,Midfielder,Switzerland,Europe
837,Matheus Fernandes,BRA,Valladolid,La Liga,2019,21.0,1998.0,1.8,57,57,0,0,0,1,0,0,0,0,0,0,41,0,0,"MF,FW",20-24,Midfielder,Brazil,South America
841,Federico Fernández,ARG,Newcastle Utd,Premier League,2019,30.0,1989.0,29.1,1246,1100,141,39,0,11,29,102,0,0,0,0,929,5,21,DF,30-34,Defender,Argentina,South America
842,Gabriel Fernández,URU,Celta Vigo,La Liga,2019,25.0,1994.0,6.2,107,100,5,2,0,1,2,0,0,0,0,0,68,2,4,"FW,MF",25-29,Forward,Uruguay,South America
844,Fernandinho,BRA,Manchester City,Premier League,2019,34.0,1985.0,26.6,2244,2186,52,40,0,22,4,12,0,0,0,0,2008,6,10,DF,30-34,Defender,Brazil,South America
844,Fernandinho,BRA,Manchester City,Premier League,2019,34.0,1985.0,26.6,2244,2186,52,40,0,22,4,12,0,0,0,0,2008,6,10,DF,30-34,Defender,Brazil,South America
844,Fernandinho,BRA,Manchester City,Premier League,2019,34.0,1985.0,26.6,2244,2186,52,40,0,22,4,12,0,0,0,0,2008,6,10,DF,30-34,Defender,Brazil,South America
844,Fernandinho,BRA,Manchester City,Premier League,2019,34.0,1985.0,26.6,2244,2186,52,40,0,22,4,12,0,0,0,0,2008,6,10,DF,30-34,Defender,Brazil,South America
844,Fernandinho,BRA,Manchester City,Premier League,2019,34.0,1985.0,26.6,2244,2186,52,40,0,22,4,12,0,0,0,0,2008,6,10,DF,30-34,Defender,Brazil,South America
844,Fernandinho,BRA,Manchester City,Premier League,2019,34.0,1985.0,26.6,2244,2186,52,40,0,22,4,12,0,0,0,0,2008,6,10,DF,30-34,Defender,Brazil,South America
844,Fernandinho,BRA,Manchester City,Premier League,2019,34.0,1985.0,26.6,2244,2186,52,40,0,22,4,12,0,0,0,0,2008,6,10,DF,30-34,Defender,Brazil,South America
844,Fernandinho,BRA,Manchester City,Premier League,2019,34.0,1985.0,26.6,2244,2186,52,40,0,22,4,12,0,0,0,0,2008,6,10,DF,30-34,Defender,Brazil,South America
844,Fernandinho,BRA,Manchester City,Premier League,2019,34.0,1985.0,26.6,2244,2186,52,40,0,22,4,12,0,0,0,0,2008,6,10,DF,30-34,Defender,Brazil,South America
844,Fernandinho,BRA,Manchester City,Premier League,2019,34.0,1985.0,26.6,2244,2186,52,40,0,22,4,12,0,0,0,0,2008,6,10,DF,30-34,Defender,Brazil,South America
844,Fernandinho,BRA,Manchester City,Premier League,2019,34.0,1985.0,26.6,2244,2186,52,40,0,22,4,12,0,0,0,0,2008,6,10,DF,30-34,Defender,Brazil,South America
844,Fernandinho,BRA,Manchester City,Premier League,2019,34.0,1985.0,26.6,2244,2186,52,40,0,22,4,12,0,0,0,0,2008,6,10,DF,30-34,Defender,Brazil,South America
844,Fernandinho,BRA,Manchester City,Premier League,2019,34.0,1985.0,26.6,2244,2186,52,40,0,22,4,12,0,0,0,0,2008,6,10,DF,30-34,Defender,Brazil,South America
844,Fernandinho,BRA,Manchester City,Premier League,2019,34.0,1985.0,26.6,2244,2186,52,40,0,22,4,12,0,0,0,0,2008,6,10,DF,30-34,Defender,Brazil,South America
844,Fernandinho,BRA,Manchester City,Premier League,2019,34.0,1985.0,26.6,2244,2186,52,40,0,22,4,12,0,0,0,0,2008,6,10,DF,30-34,Defender,Brazil,South America
844,Fernandinho,BRA,Manchester City,Premier League,2019,34.0,1985.0,26.6,2244,2186,52,40,0,22,4,12,0,0,0,0,2008,6,10,DF,30-34,Defender,Brazil,South America
845,Fernando,BRA,Sevilla,La Liga,2019,32.0,1987.0,29.5,1582,1525,52,42,1,27,2,10,0,0,0,0,1382,5,14,MF,30-34,Midfielder,Brazil,South America
845,Fernando,BRA,Sevilla,La Liga,2019,32.0,1987.0,29.5,1582,1525,52,42,1,27,2,10,0,0,0,0,1382,5,14,MF,30-34,Midfielder,Brazil,South America
845,Fernando,BRA,Sevilla,La Liga,2019,32.0,1987.0,29.5,1582,1525,52,42,1,27,2,10,0,0,0,0,1382,5,14,MF,30-34,Midfielder,Brazil,South America
845,Fernando,BRA,Sevilla,La Liga,2019,32.0,1987.0,29.5,1582,1525,52,42,1,27,2,10,0,0,0,0,1382,5,14,MF,30-34,Midfielder,Brazil,South America
845,Fernando,BRA,Sevilla,La Liga,2019,32.0,1987.0,29.5,1582,1525,52,42,1,27,2,10,0,0,0,0,1382,5,14,MF,30-34,Midfielder,Brazil,South America
845,Fernando,BRA,Sevilla,La Liga,2019,32.0,1987.0,29.5,1582,1525,52,42,1,27,2,10,0,0,0,0,1382,5,14,MF,30-34,Midfielder,Brazil,South America
845,Fernando,BRA,Sevilla,La Liga,2019,32.0,1987.0,29.5,1582,1525,52,42,1,27,2,10,0,0,0,0,1382,5,14,MF,30-34,Midfielder,Brazil,South America
845,Fernando,BRA,Sevilla,La Liga,2019,32.0,1987.0,29.5,1582,1525,52,42,1,27,2,10,0,0,0,0,1382,5,14,MF,30-34,Midfielder,Brazil,South America
845,Fernando,BRA,Sevilla,La Liga,2019,32.0,1987.0,29.5,1582,1525,52,42,1,27,2,10,0,0,0,0,1382,5,14,MF,30-34,Midfielder,Brazil,South America
845,Fernando,BRA,Sevilla,La Liga,2019,32.0,1987.0,29.5,1582,1525,52,42,1,27,2,10,0,0,0,0,1382,5,14,MF,30-34,Midfielder,Brazil,South America
845,Fernando,BRA,Sevilla,La Liga,2019,32.0,1987.0,29.5,1582,1525,52,42,1,27,2,10,0,0,0,0,1382,5,14,MF,30-34,Midfielder,Brazil,South America
845,Fernando,BRA,Sevilla,La Liga,2019,32.0,1987.0,29.5,1582,1525,52,42,1,27,2,10,0,0,0,0,1382,5,14,MF,30-34,Midfielder,Brazil,South America
845,Fernando,BRA,Sevilla,La Liga,2019,32.0,1987.0,29.5,1582,1525,52,42,1,27,2,10,0,0,0,0,1382,5,14,MF,30-34,Midfielder,Brazil,South America
845,Fernando,BRA,Sevilla,La Liga,2019,32.0,1987.0,29.5,1582,1525,52,42,1,27,2,10,0,0,0,0,1382,5,14,MF,30-34,Midfielder,Brazil,South America
845,Fernando,BRA,Sevilla,La Liga,2019,32.0,1987.0,29.5,1582,1525,52,42,1,27,2,10,0,0,0,0,1382,5,14,MF,30-34,Midfielder,Brazil,South America
845,Fernando,BRA,Sevilla,La Liga,2019,32.0,1987.0,29.5,1582,1525,52,42,1,27,2,10,0,0,0,0,1382,5,14,MF,30-34,Midfielder,Brazil,South America
847,Alex Ferrari,ITA,Sampdoria,Serie A,2019,25.0,1994.0,11.2,455,414,39,36,0,5,1,3,0,0,0,0,345,2,5,DF,25-29,Defender,Italy,Europe
848,Facundo Ferreyra,ARG,Espanyol,La Liga,2019,28.0,1991.0,6.4,115,107,8,0,0,1,3,0,0,0,0,0,69,0,6,"FW,MF",25-29,Forward,Argentina,South America
849,Jordan Ferri,FRA,Montpellier,Ligue 1,2019,27.0,1992.0,12.8,731,687,40,27,1,16,30,4,9,2,6,0,594,4,22,MF,25-29,Midfielder,France,Europe
850,Oliver Fink,GER,Düsseldorf,Bundesliga,2019,37.0,1982.0,7.5,273,270,2,1,0,2,8,1,0,0,0,0,155,1,13,"MF,FW",35-39,Midfielder,Germany,Europe
852,Roberto Firmino,BRA,Liverpool,Premier League,2019,27.0,1991.0,33.2,1189,1154,31,3,8,1,9,15,0,0,0,0,941,4,38,FW,25-29,Forward,Brazil,South America
853,Junior Firpo,DOM,Barcelona,La Liga,2019,22.0,1996.0,11.3,827,738,89,10,0,5,8,79,0,0,0,0,734,0,11,DF,20-24,Defender,Dominican Republic,North America
854,John Fleck,SCO,Sheffield Utd,Premier League,2019,27.0,1991.0,28.0,1164,1021,134,29,3,5,149,7,80,55,3,10,842,9,33,MF,25-29,Midfielder,Scotland,Europe
855,Mark Flekken,NED,Freiburg,Bundesliga,2019,26.0,1993.0,10.0,432,303,129,21,0,0,0,0,0,0,0,0,306,0,1,GK,25-29,Goalkeeper,Netherlands,Europe
856,Sergio Floccari,ITA,SPAL,Serie A,2019,37.0,1981.0,10.5,257,234,23,3,1,0,16,0,0,0,0,0,201,0,5,FW,35-39,Forward,Italy,Europe
857,Alessandro Florenzi,ITA,Roma,Serie A,2019,28.0,1991.0,11.1,683,599,83,13,2,14,29,70,0,0,0,0,551,1,16,"DF,FW",25-29,Defender,Italy,Europe
858,Alessandro Florenzi,ITA,Valencia,La Liga,2019,28.0,1991.0,8.4,469,395,69,4,0,7,31,65,0,0,0,0,350,5,9,DF,25-29,Defender,Italy,Europe
859,Phil Foden,ENG,Manchester City,Premier League,2019,19.0,2000.0,10.0,528,511,16,4,4,8,29,4,8,2,2,0,446,1,11,"FW,MF",Under 20,Forward,England,Europe
860,Mamadou Fofana,MLI,Metz,Ligue 1,2019,21.0,1998.0,17.6,764,747,14,13,1,3,1,1,0,0,0,0,642,3,6,"DF,MF",20-24,Defender,Mali,Africa
861,Seko Fofana,CIV,Udinese,Serie A,2019,24.0,1995.0,25.0,1070,1056,10,3,4,14,21,7,0,0,0,0,922,4,21,MF,20-24,Midfielder,Ivory Coast,Africa
862,Wesley Fofana,FRA,Saint-Étienne,Ligue 1,2019,18.0,2000.0,13.5,657,622,35,23,1,3,2,12,0,0,0,0,536,0,6,DF,Under 20,Defender,France,Europe
863,Youssouf Fofana,FRA,Strasbourg,Ligue 1,2019,20.0,1999.0,11.2,439,438,0,0,1,3,8,0,0,0,0,0,362,1,8,MF,20-24,Midfielder,France,Europe
864,Youssouf Fofana,FRA,Monaco,Ligue 1,2019,20.0,1999.0,6.8,361,354,6,2,2,5,6,4,0,0,0,0,303,1,6,MF,20-24,Midfielder,France,Europe
866,Lamine Fomba,FRA,Nîmes,Ligue 1,2019,21.0,1998.0,15.3,405,399,4,0,0,1,6,1,0,0,0,0,278,2,16,MF,20-24,Midfielder,France,Europe
869,Emil Forsberg,SWE,RB Leipzig,Bundesliga,2019,27.0,1991.0,12.7,531,499,27,3,12,2,24,2,19,8,8,0,414,5,15,MF,25-29,Midfielder,Sweden,Europe
871,Ben Foster,ENG,Watford,Premier League,2019,36.0,1983.0,38.0,1221,735,472,177,0,3,0,0,0,0,0,0,552,14,0,GK,35-39,Goalkeeper,England,Europe
872,Lyle Foster,RSA,Monaco,Ligue 1,2019,18.0,2000.0,0.7,17,14,3,0,0,0,0,0,0,0,0,0,11,0,1,FW,Under 20,Forward,South Africa,Africa
873,Timothy Fosu-Mensah,NED,Manchester Utd,Premier League,2019,21.0,1998.0,1.5,73,66,7,0,0,1,2,7,0,0,0,0,60,0,1,DF,20-24,Defender,Netherlands,Europe
874,Dimitri Foulquier,FRA,Watford,Premier League,2019,26.0,1993.0,0.7,12,11,1,0,0,0,1,1,0,0,0,0,9,0,0,"DF,MF",25-29,Defender,France,Europe
875,Dimitri Foulquier,FRA,Granada,La Liga,2019,26.0,1993.0,12.4,415,312,102,4,0,4,19,98,0,0,0,0,281,1,25,"DF,MF",25-29,Defender,France,Europe
876,Juan Foyth,ARG,Tottenham,Premier League,2019,21.0,1998.0,0.8,65,55,9,1,0,2,0,8,0,0,0,0,54,1,0,DF,20-24,Defender,Argentina,South America
877,Gianluca Frabotta,ITA,Juventus,Serie A,2019,20.0,1999.0,1.0,61,56,5,0,0,0,3,4,1,0,1,0,53,0,0,DF,20-24,Defender,Italy,Europe
878,Raphael Framberger,GER,Augsburg,Bundesliga,2019,23.0,1995.0,13.1,514,361,150,5,0,1,22,145,0,0,0,0,327,3,23,DF,20-24,Defender,Germany,Europe
879,Simon Francis,ENG,Bournemouth,Premier League,2019,34.0,1985.0,10.8,567,524,42,12,0,8,16,30,0,0,0,0,426,1,8,DF,30-34,Defender,England,Europe
880,Mike Frantz,GER,Freiburg,Bundesliga,2019,32.0,1986.0,3.9,123,112,11,4,0,0,7,5,0,0,0,0,88,0,2,MF,30-34,Midfielder,Germany,Europe
881,Ryan Fraser,SCO,Bournemouth,Premier League,2019,25.0,1994.0,23.0,964,832,128,33,2,3,174,16,64,32,20,0,658,4,29,"MF,FW",25-29,Midfielder,Scotland,Europe
883,Ryan Fredericks,ENG,West Ham,Premier League,2019,26.0,1992.0,24.9,1122,911,208,4,0,0,59,204,0,0,0,0,797,3,40,DF,25-29,Defender,England,Europe
884,Kieron Freeman,WAL,Sheffield Utd,Premier League,2019,27.0,1992.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,FW,25-29,Forward,Wales,Europe
885,Luke Freeman,ENG,Sheffield Utd,Premier League,2019,27.0,1992.0,4.1,148,141,7,0,1,1,15,0,7,5,0,0,112,0,6,MF,25-29,Midfielder,England,Europe
886,Remo Freuler,SUI,Atalanta,Serie A,2019,27.0,1992.0,26.0,1664,1565,99,74,1,6,30,21,4,0,0,0,1449,0,23,MF,25-29,Midfielder,Switzerland,Europe
887,Marco Friedl,AUT,Werder Bremen,Bundesliga,2019,21.0,1998.0,24.3,1326,1045,277,48,0,25,86,204,25,12,10,0,999,4,29,"DF,MF",20-24,Defender,Austria,Europe
888,Marvin Friedrich,GER,Union Berlin,Bundesliga,2019,23.0,1995.0,31.0,1214,1168,41,39,0,7,6,2,0,0,0,0,920,5,16,DF,20-24,Defender,Germany,Europe
891,Christian Fuchs,AUT,Leicester City,Premier League,2019,33.0,1986.0,8.6,657,567,88,12,0,2,16,76,0,0,0,0,517,2,11,DF,30-34,Defender,Austria,Europe
892,Angelo Fulgini,FRA,Angers,Ligue 1,2019,22.0,1996.0,17.5,922,848,71,26,4,5,60,8,36,5,28,0,717,3,23,MF,20-24,Midfielder,France,Europe
893,Niclas Füllkrug,GER,Werder Bremen,Bundesliga,2019,26.0,1993.0,4.5,122,110,11,0,1,1,2,1,0,0,0,0,79,1,4,FW,25-29,Forward,Germany,Europe
894,Ramiro Funes Mori,ARG,Villarreal,La Liga,2019,28.0,1991.0,5.0,273,265,6,4,0,5,0,2,0,0,0,0,224,2,2,DF,25-29,Defender,Argentina,South America
895,Daniel Fuzato,BRA,Roma,Serie A,2019,22.0,1997.0,1.0,44,33,11,1,0,1,0,0,0,0,0,0,30,0,0,GK,20-24,Goalkeeper,Brazil,South America
896,Matteo Gabbia,ITA,Milan,Serie A,2019,19.0,1999.0,7.6,449,438,10,10,0,7,0,0,0,0,0,0,395,1,4,DF,Under 20,Defender,Italy,Europe
897,Manolo Gabbiadini,ITA,Sampdoria,Serie A,2019,27.0,1991.0,22.6,579,495,79,14,3,1,71,2,41,18,14,0,361,5,24,FW,25-29,Forward,Italy,Europe
