rk,player,nation,squad,comp,season,age,born,ninety_mins_played,passes_completed,passes_attempted,pass_completion_pct,total_pass_distance,progressive_pass_distance,short_passes_completed,short_passes_attempted,short_pass_completion_pct,medium_passes_completed,medium_passes_attempted,medium_pass_completion_pct,long_passes_completed,long_passes_attempted,long_pass_completion_pct,assists,xag,xa,assists_minus_xag,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,position,age_range,general_position,country,continent
1605,Riccardo Marchizza,ITA,Spezia,Serie A,2020,22.0,1998.0,17.3,761,969,78.5,14119,3434,317,340,93.2,336,398,84.4,91,174,52.3,2,1.6,1.3,0.4,15,35,11,8,45,DF,20-24,Defender,Italy,Europe
1606,Gian Marco Ferrari,ITA,Sassuolo,Serie A,2020,28.0,1992.0,33.5,2495,2732,91.3,43350,16999,1011,1074,94.1,1268,1335,95.0,168,240,70.0,4,1.2,1.0,2.8,15,229,11,0,187,DF,25-29,Defender,Italy,Europe
1607,Iván Marcone,ARG,Elche,La Liga,2020,30.0,1990.0,29.4,1319,1521,86.7,23990,7582,547,606,90.3,581,636,91.4,152,203,74.9,0,0.6,0.5,-0.6,10,107,5,1,103,MF,30-34,Midfielder,Argentina,South America
1609,Dario Maresic,AUT,Reims,Ligue 1,2020,20.0,1999.0,5.7,287,348,82.5,6230,2402,83,99,83.8,145,156,92.9,57,86,66.3,0,0.0,0.1,0.0,1,34,0,0,39,DF,20-24,Defender,Austria,Europe
1612,José María Giménez,URU,Atlético Madrid,La Liga,2020,25.0,1995.0,19.6,974,1128,86.3,19119,6871,348,378,92.1,481,518,92.9,127,197,64.5,0,0.2,0.3,-0.2,4,39,2,0,59,DF,25-29,Defender,Uruguay,South America
1614,Jordan Marié,FRA,Dijon,Ligue 1,2020,28.0,1991.0,15.9,635,773,82.1,11264,2954,303,347,87.3,243,287,84.7,78,106,73.6,0,0.8,0.6,-0.8,7,63,6,0,70,MF,25-29,Midfielder,France,Europe
1617,Răzvan Marin,ROU,Cagliari,Serie A,2020,24.0,1996.0,32.9,1389,1698,81.8,24363,7325,631,696,90.7,548,617,88.8,163,297,54.9,6,4.7,4.8,1.3,69,142,30,5,159,MF,20-24,Midfielder,Romania,Europe
1618,Guillermo Maripán,CHI,Monaco,Ligue 1,2020,26.0,1994.0,23.2,1501,1670,89.9,31388,10911,343,371,92.5,971,1023,94.9,179,246,72.8,1,0.5,0.5,0.5,3,53,6,1,83,DF,25-29,Defender,Chile,South America
1619,Marlon,BRA,Sassuolo,Serie A,2020,24.0,1995.0,19.4,1545,1627,95.0,26683,9056,626,653,95.9,784,806,97.3,102,120,85.0,0,0.1,0.3,-0.1,1,101,1,0,79,DF,20-24,Defender,Brazil,South America
1619,Marlon,BRA,Sassuolo,Serie A,2020,24.0,1995.0,19.4,1545,1627,95.0,26683,9056,626,653,95.9,784,806,97.3,102,120,85.0,0,0.1,0.3,-0.1,1,101,1,0,79,DF,20-24,Defender,Brazil,South America
1619,Marlon,BRA,Sassuolo,Serie A,2020,24.0,1995.0,19.4,1545,1627,95.0,26683,9056,626,653,95.9,784,806,97.3,102,120,85.0,0,0.1,0.3,-0.1,1,101,1,0,79,DF,20-24,Defender,Brazil,South America
1619,Marlon,BRA,Sassuolo,Serie A,2020,24.0,1995.0,19.4,1545,1627,95.0,26683,9056,626,653,95.9,784,806,97.3,102,120,85.0,0,0.1,0.3,-0.1,1,101,1,0,79,DF,20-24,Defender,Brazil,South America
1619,Marlon,BRA,Sassuolo,Serie A,2020,24.0,1995.0,19.4,1545,1627,95.0,26683,9056,626,653,95.9,784,806,97.3,102,120,85.0,0,0.1,0.3,-0.1,1,101,1,0,79,DF,20-24,Defender,Brazil,South America
1619,Marlon,BRA,Sassuolo,Serie A,2020,24.0,1995.0,19.4,1545,1627,95.0,26683,9056,626,653,95.9,784,806,97.3,102,120,85.0,0,0.1,0.3,-0.1,1,101,1,0,79,DF,20-24,Defender,Brazil,South America
1619,Marlon,BRA,Sassuolo,Serie A,2020,24.0,1995.0,19.4,1545,1627,95.0,26683,9056,626,653,95.9,784,806,97.3,102,120,85.0,0,0.1,0.3,-0.1,1,101,1,0,79,DF,20-24,Defender,Brazil,South America
1619,Marlon,BRA,Sassuolo,Serie A,2020,24.0,1995.0,19.4,1545,1627,95.0,26683,9056,626,653,95.9,784,806,97.3,102,120,85.0,0,0.1,0.3,-0.1,1,101,1,0,79,DF,20-24,Defender,Brazil,South America
1619,Marlon,BRA,Sassuolo,Serie A,2020,24.0,1995.0,19.4,1545,1627,95.0,26683,9056,626,653,95.9,784,806,97.3,102,120,85.0,0,0.1,0.3,-0.1,1,101,1,0,79,DF,20-24,Defender,Brazil,South America
1620,Omar Marmoush,EGY,Wolfsburg,Bundesliga,2020,21.0,1999.0,0.0,1,1,100.0,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,FW,20-24,Forward,Egypt,Africa
1621,Marquinhos,BRA,Paris S-G,Ligue 1,2020,26.0,1994.0,23.6,1612,1739,92.7,29531,11111,646,672,96.1,779,818,95.2,152,196,77.6,1,0.2,0.8,0.8,3,144,12,1,117,DF,25-29,Defender,Brazil,South America
1621,Marquinhos,BRA,Paris S-G,Ligue 1,2020,26.0,1994.0,23.6,1612,1739,92.7,29531,11111,646,672,96.1,779,818,95.2,152,196,77.6,1,0.2,0.8,0.8,3,144,12,1,117,DF,25-29,Defender,Brazil,South America
1621,Marquinhos,BRA,Paris S-G,Ligue 1,2020,26.0,1994.0,23.6,1612,1739,92.7,29531,11111,646,672,96.1,779,818,95.2,152,196,77.6,1,0.2,0.8,0.8,3,144,12,1,117,DF,25-29,Defender,Brazil,South America
1621,Marquinhos,BRA,Paris S-G,Ligue 1,2020,26.0,1994.0,23.6,1612,1739,92.7,29531,11111,646,672,96.1,779,818,95.2,152,196,77.6,1,0.2,0.8,0.8,3,144,12,1,117,DF,25-29,Defender,Brazil,South America
1621,Marquinhos,BRA,Paris S-G,Ligue 1,2020,26.0,1994.0,23.6,1612,1739,92.7,29531,11111,646,672,96.1,779,818,95.2,152,196,77.6,1,0.2,0.8,0.8,3,144,12,1,117,DF,25-29,Defender,Brazil,South America
1621,Marquinhos,BRA,Paris S-G,Ligue 1,2020,26.0,1994.0,23.6,1612,1739,92.7,29531,11111,646,672,96.1,779,818,95.2,152,196,77.6,1,0.2,0.8,0.8,3,144,12,1,117,DF,25-29,Defender,Brazil,South America
1621,Marquinhos,BRA,Paris S-G,Ligue 1,2020,26.0,1994.0,23.6,1612,1739,92.7,29531,11111,646,672,96.1,779,818,95.2,152,196,77.6,1,0.2,0.8,0.8,3,144,12,1,117,DF,25-29,Defender,Brazil,South America
1621,Marquinhos,BRA,Paris S-G,Ligue 1,2020,26.0,1994.0,23.6,1612,1739,92.7,29531,11111,646,672,96.1,779,818,95.2,152,196,77.6,1,0.2,0.8,0.8,3,144,12,1,117,DF,25-29,Defender,Brazil,South America
1621,Marquinhos,BRA,Paris S-G,Ligue 1,2020,26.0,1994.0,23.6,1612,1739,92.7,29531,11111,646,672,96.1,779,818,95.2,152,196,77.6,1,0.2,0.8,0.8,3,144,12,1,117,DF,25-29,Defender,Brazil,South America
1622,Luca Marrone,ITA,Crotone,Serie A,2020,30.0,1990.0,17.6,891,1018,87.5,17532,6431,276,295,93.6,524,564,92.9,86,146,58.9,0,0.0,0.1,0.0,0,20,1,0,33,DF,30-34,Defender,Italy,Europe
1628,Jonas Martin,FRA,Rennes,Ligue 1,2020,30.0,1990.0,5.4,340,383,88.8,5079,1305,183,197,92.9,132,143,92.3,15,21,71.4,0,0.1,0.2,-0.1,3,29,3,1,26,MF,30-34,Midfielder,France,Europe
1629,Gabriel Martinelli,BRA,Arsenal,Premier League,2020,19.0,2001.0,6.5,121,159,76.1,1597,346,84,102,82.4,32,41,78.0,2,7,28.6,1,1.8,1.5,-0.8,9,3,6,3,8,FW,Under 20,Forward,Brazil,South America
1630,Emiliano Martínez,ARG,Aston Villa,Premier League,2020,27.0,1992.0,38.0,880,1319,66.7,26950,20290,131,133,98.5,424,431,98.4,324,745,43.5,0,0.1,0.0,-0.1,2,26,1,0,0,GK,25-29,Goalkeeper,Argentina,South America
1630,Emiliano Martínez,ARG,Aston Villa,Premier League,2020,27.0,1992.0,38.0,880,1319,66.7,26950,20290,131,133,98.5,424,431,98.4,324,745,43.5,0,0.1,0.0,-0.1,2,26,1,0,0,GK,25-29,Goalkeeper,Argentina,South America
1630,Emiliano Martínez,ARG,Aston Villa,Premier League,2020,27.0,1992.0,38.0,880,1319,66.7,26950,20290,131,133,98.5,424,431,98.4,324,745,43.5,0,0.1,0.0,-0.1,2,26,1,0,0,GK,25-29,Goalkeeper,Argentina,South America
1630,Emiliano Martínez,ARG,Aston Villa,Premier League,2020,27.0,1992.0,38.0,880,1319,66.7,26950,20290,131,133,98.5,424,431,98.4,324,745,43.5,0,0.1,0.0,-0.1,2,26,1,0,0,GK,25-29,Goalkeeper,Argentina,South America
1635,Lautaro Martínez,ARG,Inter,Serie A,2020,22.0,1997.0,28.5,380,566,67.1,5498,1325,230,310,74.2,87,121,71.9,32,46,69.6,6,5.7,3.0,0.3,38,27,19,2,61,FW,20-24,Forward,Argentina,South America
1637,Lucas Martínez Quarta,ARG,Fiorentina,Serie A,2020,24.0,1996.0,16.5,667,830,80.4,13041,5425,243,277,87.7,328,380,86.3,92,157,58.6,0,0.3,0.4,-0.3,7,61,6,3,70,DF,20-24,Defender,Argentina,South America
1640,Sylvain Marveaux,FRA,Lorient,Ligue 1,2020,34.0,1986.0,2.2,72,90,80.0,1126,370,39,45,86.7,29,33,87.9,4,9,44.4,0,0.1,0.2,-0.1,2,12,1,0,16,"MF,FW",30-34,Midfielder,France,Europe
1642,Omar Mascarell,EQG,Schalke 04,Bundesliga,2020,27.0,1993.0,19.6,725,894,81.1,13883,3943,281,324,86.7,324,369,87.8,106,152,69.7,1,0.6,1.0,0.4,5,53,6,0,69,MF,25-29,Midfielder,Equatorial Guinea,Africa
1643,Andrea Masiello,ITA,Genoa,Serie A,2020,34.0,1986.0,28.5,1185,1422,83.3,21754,8970,493,540,91.3,528,597,88.4,136,238,57.1,0,0.4,0.4,-0.4,7,75,10,3,99,DF,30-34,Defender,Italy,Europe
1645,Roberto Massimo,GER,Stuttgart,Bundesliga,2020,19.0,2000.0,8.4,215,286,75.2,3235,796,123,147,83.7,75,97,77.3,11,14,78.6,0,1.0,1.0,-1.0,8,6,9,1,17,"DF,FW",Under 20,Defender,Germany,Europe
1646,Giuseppe Mastinu,ITA,Spezia,Serie A,2020,28.0,1991.0,0.4,9,12,75.0,136,41,5,6,83.3,2,3,66.7,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,FW,25-29,Forward,Italy,Europe
1651,Eliot Matazo,BEL,Monaco,Ligue 1,2020,18.0,2002.0,3.5,69,88,78.4,1157,219,24,32,75.0,38,45,84.4,3,4,75.0,1,0.3,0.1,0.7,3,2,2,0,7,MF,Under 20,Midfielder,Belgium,Europe
1652,Jean-Philippe Mateta,FRA,Crystal Palace,Premier League,2020,23.0,1997.0,2.5,29,49,59.2,275,72,23,33,69.7,3,8,37.5,0,0,,0,0.0,0.0,0.0,1,2,0,0,3,FW,20-24,Forward,France,Europe
1653,Jean-Philippe Mateta,FRA,Mainz 05,Bundesliga,2020,23.0,1997.0,11.1,168,238,70.6,2152,222,105,134,78.4,44,60,73.3,5,8,62.5,1,1.4,0.7,-0.4,12,7,3,0,10,FW,20-24,Forward,France,Europe
1657,Ryder Matos,BRA,Udinese,Serie A,2020,27.0,1993.0,0.1,6,8,75.0,87,34,5,6,83.3,0,0,,1,2,50.0,0,0.0,0.0,0.0,1,1,1,1,0,MF,25-29,Midfielder,Brazil,South America
1658,Henning Matriciani,GER,Schalke 04,Bundesliga,2020,20.0,2000.0,0.3,3,5,60.0,66,65,2,4,50.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,DF,20-24,Defender,Germany,Europe
1659,Chrislain Matsima,FRA,Monaco,Ligue 1,2020,18.0,2002.0,3.9,235,267,88.0,4490,1449,76,82,92.7,139,148,93.9,19,30,63.3,0,0.1,0.2,-0.1,2,27,2,0,34,"DF,FW",Under 20,Defender,France,Europe
1661,Neal Maupay,FRA,Brighton,Premier League,2020,23.0,1996.0,27.9,520,672,77.4,7231,1289,271,319,85.0,174,206,84.5,27,45,60.0,2,3.9,3.0,-1.9,32,32,27,4,61,"FW,MF",20-24,Forward,France,Europe
1662,Tony Mauricio,FRA,Lens,Ligue 1,2020,26.0,1994.0,5.6,256,324,79.0,4623,1250,116,127,91.3,96,116,82.8,35,58,60.3,4,1.5,1.0,2.5,14,22,5,1,33,MF,25-29,Midfielder,France,Europe
1663,Stephy Mavididi,ENG,Montpellier,Ligue 1,2020,22.0,1998.0,22.6,377,494,76.3,4911,755,243,277,87.7,96,125,76.8,15,26,57.7,0,1.2,0.7,-1.2,14,10,7,2,23,"FW,MF",20-24,Forward,England,Europe
1664,Konstantinos Mavropanos,GRE,Stuttgart,Bundesliga,2020,22.0,1997.0,16.3,848,1081,78.4,16426,6606,332,371,89.5,394,473,83.3,108,192,56.3,0,0.3,0.5,-0.3,5,66,5,2,82,DF,20-24,Defender,Greece,Europe
1669,Antonio Mazzotta,ITA,Crotone,Serie A,2020,30.0,1989.0,0.6,7,11,63.6,91,6,5,7,71.4,2,3,66.7,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,DF,30-34,Defender,Italy,Europe
1671,Kylian Mbappé,FRA,Paris S-G,Ligue 1,2020,21.0,1998.0,26.4,789,1024,77.1,9441,1655,557,655,85.0,159,195,81.5,20,49,40.8,7,4.8,5.4,2.2,33,51,33,4,80,FW,20-24,Forward,France,Europe
1672,Ibrahima Mbaye,SEN,Bologna,Serie A,2020,25.0,1994.0,4.8,170,210,81.0,2544,1005,92,110,83.6,63,73,86.3,9,14,64.3,0,0.0,0.1,0.0,1,10,0,0,11,DF,25-29,Defender,Senegal,Africa
1675,James McArthur,SCO,Crystal Palace,Premier League,2020,32.0,1987.0,16.3,643,795,80.9,10765,3322,310,359,86.4,270,307,87.9,47,79,59.5,2,1.2,0.7,0.8,15,59,6,0,80,MF,30-34,Midfielder,Scotland,Europe
1677,Alex McCarthy,ENG,Southampton,Premier League,2020,30.0,1989.0,30.0,700,1080,64.8,16451,11553,216,220,98.2,290,296,98.0,179,538,33.3,0,0.0,0.0,0.0,0,7,2,0,0,GK,30-34,Goalkeeper,England,Europe
1679,John McGinn,SCO,Aston Villa,Premier League,2020,25.0,1994.0,37.0,1102,1439,76.6,21328,7785,445,520,85.6,441,532,82.9,173,278,62.2,5,3.6,2.3,1.4,42,199,36,6,221,MF,25-29,Midfielder,Scotland,Europe
1680,David McGoldrick,IRL,Sheffield Utd,Premier League,2020,32.0,1987.0,26.6,697,947,73.6,9806,1823,397,485,81.9,210,280,75.0,37,62,59.7,1,1.1,1.5,-0.1,17,49,21,4,94,"FW,MF",30-34,Forward,Republic of Ireland,Europe
1681,Weston McKennie,USA,Juventus,Serie A,2020,21.0,1998.0,18.9,659,785,83.9,9928,2170,383,428,89.5,205,240,85.4,42,56,75.0,2,3.3,2.4,-1.3,27,39,16,0,79,MF,20-24,Midfielder,United States,North America
1682,Dwight McNeil,ENG,Burnley,Premier League,2020,20.0,1999.0,34.1,936,1372,68.2,16469,4663,449,522,86.0,302,401,75.3,136,313,43.5,5,6.2,5.8,-1.2,48,76,39,21,101,MF,20-24,Midfielder,England,Europe
1683,Scott McTominay,SCO,Manchester Utd,Premier League,2020,23.0,1996.0,23.7,1139,1320,86.3,19571,5540,529,585,90.4,480,525,91.4,96,137,70.1,1,1.7,0.7,-0.7,17,115,9,2,118,MF,20-24,Midfielder,Scotland,Europe
1684,Gary Medel,CHI,Bologna,Serie A,2020,32.0,1987.0,5.7,314,342,91.8,6206,2177,109,118,92.4,154,160,96.3,48,54,88.9,1,0.1,0.1,0.9,2,26,1,0,26,"DF,MF",30-34,Defender,Chile,South America
1685,Facundo Medina,ARG,Lens,Ligue 1,2020,21.0,1999.0,22.3,1353,1580,85.6,25692,10704,527,571,92.3,649,707,91.8,161,239,67.4,0,0.5,0.5,-0.5,8,115,5,1,133,DF,20-24,Defender,Argentina,South America
1686,Nathan de Medina,BEL,Arminia,Bundesliga,2020,22.0,1997.0,7.1,199,320,62.2,3269,1341,106,122,86.9,74,119,62.2,16,56,28.6,1,0.5,0.5,0.5,3,14,3,2,13,DF,20-24,Defender,Belgium,Europe
1687,Ben Mee,ENG,Burnley,Premier League,2020,30.0,1989.0,29.9,802,1130,71.0,16119,6522,296,354,83.6,365,456,80.0,132,279,47.3,0,0.3,0.2,-0.3,5,44,1,0,54,DF,30-34,Defender,England,Europe
1688,Joshua Mees,GER,Union Berlin,Bundesliga,2020,24.0,1996.0,0.1,2,3,66.7,21,4,2,2,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,FW,20-24,Forward,Germany,Europe
1693,Farid El Melali,ALG,Angers,Ligue 1,2020,23.0,1997.0,4.6,106,140,75.7,1589,490,61,75,81.3,35,47,74.5,6,11,54.5,0,0.1,0.1,-0.1,2,11,5,0,13,"FW,MF",20-24,Forward,Algeria,Africa
1694,Filippo Melegoni,ITA,Genoa,Serie A,2020,21.0,1999.0,4.3,197,234,84.2,2925,760,106,116,91.4,64,75,85.3,14,22,63.6,0,0.5,0.3,-0.5,4,12,4,0,16,"MF,DF",20-24,Midfielder,Italy,Europe
1697,Arthur Melo,BRA,Juventus,Serie A,2020,23.0,1996.0,12.9,1016,1085,93.6,17776,5067,437,464,94.2,450,464,97.0,102,116,87.9,0,1.0,0.8,-1.0,17,84,7,0,79,MF,20-24,Midfielder,Brazil,South America
1699,Houboulang Mendes,GNB,Lorient,Ligue 1,2020,22.0,1998.0,14.4,433,611,70.9,6630,2437,248,288,86.1,157,216,72.7,22,71,31.0,0,0.2,0.7,-0.2,3,27,5,4,37,DF,20-24,Defender,Guinea-Bissau,Africa
1701,Thiago Mendes,BRA,Lyon,Ligue 1,2020,28.0,1992.0,24.9,1299,1486,87.4,22578,7882,601,650,92.5,484,535,90.5,148,207,71.5,1,1.3,2.5,-0.3,24,181,23,2,179,MF,25-29,Midfielder,Brazil,South America
1706,Benjamin Mendy,FRA,Manchester City,Premier League,2020,26.0,1994.0,10.6,540,666,81.1,8580,2124,272,308,88.3,222,258,86.0,30,58,51.7,1,0.2,0.5,0.8,5,25,10,3,29,DF,25-29,Defender,France,Europe
1707,Edouard Mendy,SEN,Chelsea,Premier League,2020,28.0,1992.0,30.5,874,1027,85.1,18386,10937,276,280,98.6,420,425,98.8,165,307,53.7,0,0.0,0.0,0.0,0,2,0,0,0,GK,25-29,Goalkeeper,Senegal,Africa
1708,Edouard Mendy,SEN,Rennes,Ligue 1,2020,28.0,1992.0,1.0,24,29,82.8,659,488,5,5,100.0,10,10,100.0,9,14,64.3,0,0.0,0.0,0.0,1,1,0,0,0,GK,25-29,Goalkeeper,Senegal,Africa
1709,Ferland Mendy,FRA,Real Madrid,La Liga,2020,25.0,1995.0,24.5,1302,1466,88.8,18267,4613,781,820,95.2,386,443,87.1,68,92,73.9,0,0.9,2.1,-0.9,18,49,24,4,97,DF,25-29,Defender,France,Europe
1710,Nampalys Mendy,SEN,Leicester City,Premier League,2020,28.0,1992.0,16.2,886,976,90.8,13245,2758,471,501,94.0,310,342,90.6,51,63,81.0,1,0.2,0.3,0.8,5,75,1,0,66,MF,25-29,Midfielder,Senegal,Africa
1714,Alex Meret,ITA,Napoli,Serie A,2020,23.0,1997.0,22.0,541,605,89.4,12081,7214,163,164,99.4,249,254,98.0,126,181,69.6,0,0.0,0.0,0.0,1,1,0,0,0,GK,20-24,Goalkeeper,Italy,Europe
1720,Illan Meslier,FRA,Leeds United,Premier League,2020,20.0,2000.0,35.0,1109,1369,81.0,25470,14384,262,266,98.5,579,590,98.1,264,506,52.2,0,0.0,0.0,0.0,1,2,0,0,0,GK,20-24,Goalkeeper,France,Europe
1721,Lionel Messi,ARG,Barcelona,La Liga,2020,33.0,1987.0,33.6,1954,2402,81.3,27676,9454,1162,1290,90.1,533,639,83.4,130,222,58.6,9,9.5,13.4,-0.5,77,246,131,11,335,"FW,MF",30-34,Forward,Argentina,South America
1722,Junior Messias,BRA,Crotone,Serie A,2020,29.0,1991.0,35.7,871,1214,71.7,14046,3935,459,548,83.8,297,395,75.2,80,177,45.2,4,2.6,3.2,1.4,32,79,34,7,135,"MF,FW",25-29,Midfielder,Brazil,South America
1723,Thomas Meunier,BEL,Dortmund,Bundesliga,2020,28.0,1991.0,16.4,1007,1252,80.4,16511,4472,514,567,90.7,370,458,80.8,90,150,60.0,1,1.5,2.1,-0.5,15,72,21,7,92,DF,25-29,Defender,Belgium,Europe
1728,Jonas Michelbrink,GER,Hertha BSC,Bundesliga,2020,19.0,2001.0,0.4,10,14,71.4,107,35,8,9,88.9,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,1,0,2,MF,Under 20,Midfielder,Germany,Europe
1738,Éder Militão,BRA,Real Madrid,La Liga,2020,22.0,1998.0,12.6,714,791,90.3,14621,4670,230,240,95.8,368,391,94.1,106,140,75.7,0,0.0,0.2,0.0,0,34,1,1,24,DF,20-24,Defender,Brazil,South America
1743,Vincenzo Millico,ITA,Torino,Serie A,2020,19.0,2000.0,0.2,7,9,77.8,145,39,2,3,66.7,2,2,100.0,2,3,66.7,0,0.1,0.0,-0.1,1,1,0,0,0,"FW,MF",Under 20,Forward,Italy,Europe
1744,Enzo Millot,FRA,Monaco,Ligue 1,2020,18.0,2002.0,0.5,16,23,69.6,237,47,11,13,84.6,3,3,100.0,2,5,40.0,0,0.1,0.1,-0.1,1,0,0,0,0,MF,Under 20,Midfielder,France,Europe
1745,James Milner,ENG,Liverpool,Premier League,2020,34.0,1986.0,11.9,779,934,83.4,12265,3618,435,466,93.3,270,315,85.7,56,92,60.9,1,0.8,1.0,0.2,13,66,21,3,100,"MF,DF",30-34,Midfielder,England,Europe
1747,Yerry Mina,COL,Everton,Premier League,2020,25.0,1994.0,21.5,1134,1259,90.1,20517,7002,395,415,95.2,630,663,95.0,75,128,58.6,0,0.0,0.1,0.0,1,40,0,0,48,DF,25-29,Defender,Colombia,South America
1748,Takumi Minamino,JPN,Southampton,Premier League,2020,25.0,1995.0,7.9,183,261,70.1,2416,504,110,132,83.3,47,67,70.1,10,22,45.5,0,0.5,0.2,-0.5,5,9,5,0,15,MF,25-29,Midfielder,Japan,Asia
1749,Takumi Minamino,JPN,Liverpool,Premier League,2020,25.0,1995.0,3.3,111,142,78.2,1368,248,63,72,87.5,38,46,82.6,1,7,14.3,0,0.0,0.1,0.0,0,7,2,0,8,"MF,FW",25-29,Midfielder,Japan,Asia
1750,Tyrone Mings,ENG,Aston Villa,Premier League,2020,27.0,1993.0,35.5,1314,1696,77.5,27322,12308,380,439,86.6,745,816,91.3,165,379,43.5,2,0.4,0.5,1.6,7,97,4,1,104,DF,25-29,Defender,England,Europe
1756,Antonio Mirante,ITA,Roma,Serie A,2020,37.0,1983.0,12.8,311,392,79.3,8090,5814,55,55,100.0,160,162,98.8,95,173,54.9,0,0.0,0.0,0.0,0,3,0,0,0,GK,35-39,Goalkeeper,Italy,Europe
1757,Tyrick Mitchell,ENG,Crystal Palace,Premier League,2020,20.0,1999.0,19.0,556,809,68.7,8181,5063,320,396,80.8,194,277,70.0,27,76,35.5,1,0.2,0.5,0.8,3,51,11,5,77,DF,20-24,Defender,England,Europe
1760,Maximilian Mittelstädt,GER,Hertha BSC,Bundesliga,2020,23.0,1997.0,20.0,840,1146,73.3,15236,5407,379,444,85.4,338,430,78.6,110,209,52.6,2,2.0,3.2,0.0,23,67,30,17,89,"DF,FW",20-24,Defender,Germany,Europe
1761,Henrikh Mkhitaryan,ARM,Roma,Serie A,2020,31.0,1989.0,30.5,893,1180,75.7,13683,3609,479,575,83.3,322,395,81.5,56,95,58.9,10,7.6,5.4,2.4,48,62,46,6,138,"MF,FW",30-34,Midfielder,Armenia,Asia
1763,Anthony Modeste,FRA,Saint-Étienne,Ligue 1,2020,32.0,1988.0,3.3,32,55,58.2,392,54,19,30,63.3,9,16,56.3,1,2,50.0,0,0.2,0.0,-0.2,3,4,0,0,4,"FW,MF",30-34,Forward,France,Europe
1764,Anthony Modeste,FRA,Köln,Bundesliga,2020,32.0,1988.0,2.5,25,43,58.1,367,44,15,23,65.2,8,12,66.7,1,1,100.0,0,0.0,0.0,0.0,1,3,0,0,0,FW,30-34,Forward,France,Europe
1766,Terem Moffi,NGA,Lorient,Ligue 1,2020,21.0,1999.0,23.0,264,387,68.2,3608,678,159,222,71.6,69,96,71.9,14,23,60.9,2,3.2,1.6,-1.2,26,14,14,1,34,FW,20-24,Forward,Nigeria,Africa
1768,Niklas Moisander,FIN,Werder Bremen,Bundesliga,2020,34.0,1985.0,13.6,808,933,86.6,16038,6293,263,295,89.2,448,492,91.1,94,137,68.6,0,0.1,0.2,-0.1,2,49,2,0,57,DF,30-34,Defender,Finland,Europe
1770,Johan Mojica,COL,Atalanta,Serie A,2020,27.0,1992.0,3.3,178,222,80.2,2773,822,93,108,86.1,73,86,84.9,10,17,58.8,0,0.4,0.6,-0.4,4,13,5,3,13,DF,25-29,Defender,Colombia,South America
1771,Johan Mojica,COL,Elche,La Liga,2020,27.0,1992.0,13.4,504,711,70.9,8341,4253,251,287,87.5,183,242,75.6,57,130,43.8,0,0.8,0.9,-0.8,10,33,13,10,35,DF,25-29,Defender,Colombia,South America
1774,Nahuel Molina,ARG,Udinese,Serie A,2020,22.0,1998.0,20.3,769,1009,76.2,10986,3944,468,531,88.1,224,305,73.4,43,94,45.7,5,2.6,1.6,2.4,22,43,21,12,70,DF,20-24,Defender,Argentina,South America
1775,Salvatore Molina,ITA,Crotone,Serie A,2020,28.0,1992.0,25.7,842,1082,77.8,14821,4433,405,448,90.4,329,401,82.0,93,172,54.1,4,2.3,2.1,1.7,23,59,32,17,97,"MF,DF",25-29,Midfielder,Italy,Europe
1777,Florent Mollet,FRA,Montpellier,Ligue 1,2020,28.0,1991.0,26.2,1041,1256,82.9,18097,4580,489,540,90.6,380,436,87.2,126,201,62.7,5,3.4,3.5,1.6,42,101,21,3,143,MF,25-29,Midfielder,France,Europe
1778,Jayson Molumby,IRL,Brighton,Premier League,2020,20.0,1999.0,0.0,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,MF,20-24,Midfielder,Republic of Ireland,Europe
1781,Gabriele Moncini,ITA,Benevento,Serie A,2020,24.0,1996.0,4.0,52,87,59.8,673,124,37,60,61.7,9,17,52.9,3,4,75.0,0,0.2,0.1,-0.2,3,4,0,0,5,"FW,MF",20-24,Forward,Italy,Europe
1782,Thomas Monconduit,FRA,Lorient,Ligue 1,2020,29.0,1991.0,12.8,524,658,79.6,9558,3253,226,266,85.0,213,243,87.7,66,109,60.6,0,0.9,0.9,-0.9,11,66,9,1,89,MF,25-29,Midfielder,France,Europe
1783,Kévin Monnet-Paquet,FRA,Saint-Étienne,Ligue 1,2020,31.0,1988.0,6.3,148,226,65.5,1858,461,99,125,79.2,39,53,73.6,3,10,30.0,0,0.3,0.3,-0.3,4,9,2,1,11,"MF,FW",30-34,Midfielder,France,Europe
1786,Lorenzo Montipò,ITA,Benevento,Serie A,2020,24.0,1996.0,37.0,803,1242,64.7,24351,17210,141,142,99.3,294,307,95.8,362,780,46.4,0,0.0,0.0,0.0,0,7,0,0,1,GK,20-24,Goalkeeper,Italy,Europe
