rk,player,nation,squad,comp,season,age,born,mp,starts,min,ninety_mins_played,goals_against,ga_per_90,shots_on_target_against,saves,save_pct,wins,draws,losses,clean_sheets,clean_sheet_pct,penalties_faced,penalties_allowed,penalties_saved,penalties_missed,penalty_save_pct,position,age_range,general_position,country,continent
153,Sergio Rico,ESP,Fulham,Premier League,2018,24,1993,29,29,2610,29.0,56,1.93,165,111,68.5,6,3,20,5,17.2,4,4,0,0,0.0,GK,20-24,Goalkeeper,Spain,Europe
154,Asier Riesgo,ESP,Eibar,La Liga,2018,34,1983,15,14,1260,14.0,20,1.43,46,27,56.5,2,8,4,4,28.6,0,0,0,0,,GK,30-34,Goalkeeper,Spain,Europe
155,Joel Robles,ESP,Betis,La Liga,2018,28,1990,5,5,450,5.0,5,1.00,21,16,81.0,2,1,2,1,20.0,1,1,0,0,0.0,GK,25-29,Goalkeeper,Spain,Europe
164,Roberto Santamaría,ESP,Huesca,La Liga,2018,33,1985,20,20,1800,20.0,30,1.50,96,67,75.0,5,7,8,6,30.0,6,6,0,0,0.0,GK,30-34,Goalkeeper,Spain,Europe
172,Unai Simón,ESP,Athletic Club,La Liga,2018,21,1997,7,7,630,7.0,13,1.86,33,20,66.7,1,4,2,0,0.0,2,2,0,0,0.0,GK,20-24,Goalkeeper,Spain,Europe
174,Antonio Sivera,ESP,Alavés,La Liga,2018,21,1996,3,3,270,3.0,4,1.33,13,9,69.2,2,0,1,0,0.0,0,0,0,0,,GK,20-24,Goalkeeper,Spain,Europe
175,Łukasz Skorupski,POL,Bologna,Serie A,2018,27,1991,38,38,3420,38.0,56,1.47,173,118,69.9,11,11,16,10,26.3,4,4,0,0,0.0,GK,25-29,Goalkeeper,Poland,Europe
177,David Soria,ESP,Getafe,La Liga,2018,25,1993,37,37,3330,37.0,34,0.92,133,99,77.4,14,14,9,13,35.1,6,4,1,1,20.0,GK,25-29,Goalkeeper,Spain,Europe
178,Juan Soriano,ESP,Sevilla,La Liga,2018,20,1997,4,4,359,4.0,2,0.50,11,9,90.9,4,0,0,2,50.0,1,1,0,0,0.0,GK,20-24,Goalkeeper,Spain,Europe
185,Wojciech Szczęsny,POL,Juventus,Serie A,2018,28,1990,28,28,2520,28.0,20,0.71,81,61,76.5,22,5,1,11,39.3,3,1,1,1,50.0,GK,25-29,Goalkeeper,Poland,Europe
194,Tomáš Vaclík,CZE,Sevilla,La Liga,2018,29,1989,33,33,2970,33.0,44,1.33,143,98,72.0,13,8,12,8,24.2,5,4,1,0,20.0,GK,25-29,Goalkeeper,Czech Republic,Europe
195,Koke Vegas,ESP,Levante,La Liga,2018,22,1995,1,1,90,1.0,2,2.00,8,6,75.0,0,1,0,0,0.0,0,0,0,0,,GK,20-24,Goalkeeper,Spain,Europe
199,Yoel,ESP,Valladolid,La Liga,2018,29,1988,3,3,270,3.0,6,2.00,12,6,58.3,0,2,1,0,0.0,1,1,0,0,0.0,GK,25-29,Goalkeeper,Spain,Europe
2,Rúnar Alex Rúnarsson,ISL,Arsenal,Premier League,2020,25,1995,1,0,16,0.2,0,0.00,2,2,100.0,0,0,0,0,,0,0,0,0,,GK,25-29,Goalkeeper,Iceland,Europe
3,Alisson,BRA,Liverpool,Premier League,2020,27,1992,33,33,2970,33.0,32,0.97,115,82,75.7,18,8,7,10,30.3,8,4,1,3,20.0,GK,25-29,Goalkeeper,Brazil,South America
4,Saturnin Allagbé,BEN,Dijon,Ligue 1,2020,26,1993,12,12,1080,12.0,30,2.50,66,36,56.1,2,2,8,3,25.0,3,1,1,1,50.0,GK,25-29,Goalkeeper,Benin,Africa
5,Nícolas Andrade,BRA,Udinese,Serie A,2020,32,1988,2,2,180,2.0,5,2.50,6,1,16.7,1,0,1,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Brazil,South America
7,Alphonse Areola,FRA,Fulham,Premier League,2020,27,1993,36,36,3240,36.0,48,1.33,161,114,73.9,5,13,18,9,25.0,6,6,0,0,0.0,GK,25-29,Goalkeeper,France,Europe
10,Emil Audero,ITA,Sampdoria,Serie A,2020,23,1997,37,37,3330,37.0,54,1.46,173,118,72.8,14,7,16,6,16.2,9,7,2,0,22.2,GK,20-24,Goalkeeper,Italy,Europe
12,Stefan Bajic,FRA,Saint-Étienne,Ligue 1,2020,18,2001,1,1,90,1.0,4,4.00,4,0,0.0,0,0,1,0,0.0,1,0,0,1,,GK,Under 20,Goalkeeper,France,Europe
13,Oliver Baumann,GER,Hoffenheim,Bundesliga,2020,30,1990,31,31,2790,31.0,51,1.65,132,81,65.9,10,8,13,6,19.4,9,6,2,1,25.0,GK,30-34,Goalkeeper,Germany,Europe
14,Walter Benítez,ARG,Nice,Ligue 1,2020,27,1993,38,38,3420,38.0,53,1.39,176,123,73.9,15,7,16,9,23.7,7,7,0,0,0.0,GK,25-29,Goalkeeper,Argentina,South America
15,Alessandro Berardi,ITA,Hellas Verona,Serie A,2020,29,1991,1,0,28,0.3,0,0.00,1,1,100.0,0,0,0,0,,0,0,0,0,,GK,25-29,Goalkeeper,Italy,Europe
16,Paul Bernardoni,FRA,Angers,Ligue 1,2020,23,1997,38,38,3420,38.0,58,1.53,139,82,63.3,12,8,18,9,23.7,8,7,1,0,12.5,GK,20-24,Goalkeeper,France,Europe
17,Dimitry Bertaud,COD,Montpellier,Ligue 1,2020,22,1998,9,7,745,8.3,11,1.33,42,31,76.2,4,2,1,3,42.9,1,1,0,0,0.0,GK,20-24,Goalkeeper,DR Congo,Africa
19,Elias Bördner,GER,Eint Frankfurt,Bundesliga,2020,18,2002,1,1,90,1.0,1,1.00,6,5,83.3,1,0,0,0,0.0,0,0,0,0,,GK,Under 20,Goalkeeper,Germany,Europe
20,Yassine Bounou,MAR,Sevilla,La Liga,2020,29,1991,33,33,2970,33.0,28,0.85,106,78,77.4,21,5,7,15,45.5,6,4,2,0,33.3,GK,25-29,Goalkeeper,Morocco,Africa
21,Claudio Bravo,CHI,Betis,La Liga,2020,37,1983,20,20,1800,20.0,25,1.25,75,50,72.0,8,8,4,7,35.0,5,4,1,0,20.0,GK,35-39,Goalkeeper,Chile,South America
22,Fabian Bredlow,GER,Stuttgart,Bundesliga,2020,25,1995,1,1,90,1.0,1,1.00,9,8,88.9,1,0,0,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,Germany,Europe
23,Gianluigi Buffon,ITA,Juventus,Serie A,2020,42,1978,8,8,720,8.0,5,0.62,21,15,85.7,7,1,0,3,37.5,3,2,1,0,33.3,GK,Over 40,Goalkeeper,Italy,Europe
24,Roman Bürki,SUI,Dortmund,Bundesliga,2020,29,1990,19,18,1665,18.5,30,1.62,92,62,71.7,9,2,7,4,22.2,4,4,0,0,0.0,GK,25-29,Goalkeeper,Switzerland,Europe
25,Jack Butland,ENG,Crystal Palace,Premier League,2020,27,1993,1,1,90,1.0,2,2.00,5,3,60.0,1,0,0,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,England,Europe
26,David Button,ENG,West Brom,Premier League,2020,31,1989,1,1,90,1.0,2,2.00,6,4,66.7,1,0,0,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,England,Europe
28,Willy Caballero,ARG,Chelsea,Premier League,2020,38,1981,1,1,90,1.0,3,3.00,3,0,0.0,0,1,0,0,0.0,0,0,0,0,,GK,35-39,Goalkeeper,Argentina,South America
29,Marc-Aurèle Caillard,FRA,Metz,Ligue 1,2020,26,1994,5,4,361,4.0,10,2.49,23,13,69.6,0,1,3,0,0.0,3,3,0,0,0.0,GK,25-29,Goalkeeper,France,Europe
31,Scott Carson,ENG,Manchester City,Premier League,2020,34,1985,1,1,90,1.0,3,3.00,5,1,60.0,1,0,0,0,0.0,2,1,1,0,50.0,GK,30-34,Goalkeeper,England,Europe
33,Koen Casteels,BEL,Wolfsburg,Bundesliga,2020,28,1992,32,32,2880,32.0,33,1.03,108,74,72.2,17,9,6,14,43.8,5,3,2,0,40.0,GK,25-29,Goalkeeper,Belgium,Europe
34,Sébastien Cibois,FRA,Brest,Ligue 1,2020,22,1998,3,3,270,3.0,4,1.33,11,7,72.7,1,1,1,1,33.3,1,1,0,0,0.0,GK,20-24,Goalkeeper,France,Europe
36,Jasper Cillessen,NED,Valencia,La Liga,2020,31,1989,10,10,900,10.0,11,1.10,45,33,77.8,5,1,4,3,30.0,2,1,1,0,50.0,GK,30-34,Goalkeeper,Netherlands,Europe
37,Simone Colombi,ITA,Parma,Serie A,2020,29,1991,2,2,180,2.0,7,3.50,10,3,40.0,0,0,2,0,0.0,1,1,0,0,0.0,GK,25-29,Goalkeeper,Italy,Europe
38,Andrea Consigli,ITA,Sassuolo,Serie A,2020,33,1987,37,37,3330,37.0,56,1.51,185,129,71.9,17,10,10,7,18.9,5,4,1,0,20.0,GK,30-34,Goalkeeper,Italy,Europe
39,Alex Cordaz,ITA,Crotone,Serie A,2020,37,1983,36,36,3240,36.0,91,2.53,207,118,58.5,6,3,27,2,5.6,5,5,0,0,0.0,GK,35-39,Goalkeeper,Italy,Europe
40,Angelo da Costa Júnior,BRA,Bologna,Serie A,2020,36,1983,6,6,540,6.0,9,1.50,27,18,70.4,0,5,1,1,16.7,1,1,0,0,0.0,GK,35-39,Goalkeeper,Brazil,South America
41,Benoît Costil,FRA,Bordeaux,Ligue 1,2020,33,1987,38,38,3420,38.0,56,1.47,156,100,68.6,13,6,19,14,36.8,8,7,1,0,12.5,GK,30-34,Goalkeeper,France,Europe
42,Thibaut Courtois,BEL,Real Madrid,La Liga,2020,28,1992,38,38,3420,38.0,28,0.74,116,88,81.9,25,9,4,17,44.7,8,7,1,0,12.5,GK,25-29,Goalkeeper,Belgium,Europe
43,Alessio Cragno,ITA,Cagliari,Serie A,2020,26,1994,34,34,3060,34.0,53,1.56,182,129,73.6,6,10,18,6,17.6,5,5,0,0,0.0,GK,25-29,Goalkeeper,Italy,Europe
44,Gian Crespi,ITA,Crotone,Serie A,2020,19,2001,1,1,90,1.0,0,0.00,1,1,100.0,0,1,0,1,100.0,0,0,0,0,,GK,Under 20,Goalkeeper,Italy,Europe
45,Finn Dahmen,GER,Mainz 05,Bundesliga,2020,22,1998,3,3,270,3.0,10,3.33,20,10,55.0,1,0,2,0,0.0,1,1,0,0,0.0,GK,20-24,Goalkeeper,Germany,Europe
46,Karl Darlow,WAL,Newcastle Utd,Premier League,2020,29,1990,25,25,2250,25.0,43,1.72,126,84,68.3,7,4,14,4,16.0,4,3,1,0,25.0,GK,25-29,Goalkeeper,Wales,Europe
47,Yehvann Diouf,FRA,Reims,Ligue 1,2020,20,1999,2,1,135,1.5,1,0.67,6,5,100.0,0,0,1,0,0.0,1,1,0,0,0.0,GK,20-24,Goalkeeper,France,Europe
50,Gianluigi Donnarumma,ITA,Milan,Serie A,2020,21,1999,37,37,3330,37.0,38,1.03,126,88,71.4,24,6,7,14,37.8,4,2,1,1,33.3,GK,20-24,Goalkeeper,Italy,Europe
52,Matthieu Dreyer,FRA,Lorient,Ligue 1,2020,31,1989,15,15,1350,15.0,25,1.67,56,32,66.1,5,5,5,2,13.3,6,6,0,0,0.0,GK,30-34,Goalkeeper,France,Europe
53,Martin Dúbravka,SVK,Newcastle Utd,Premier League,2020,31,1989,13,13,1170,13.0,19,1.46,62,44,71.0,5,5,3,3,23.1,1,1,0,0,0.0,GK,30-34,Goalkeeper,Slovakia,Europe
54,Ederson,BRA,Manchester City,Premier League,2020,26,1993,36,36,3240,36.0,28,0.78,93,65,77.4,25,5,6,19,52.8,8,7,1,0,12.5,GK,25-29,Goalkeeper,Brazil,South America
58,Ralf Fährmann,GER,Schalke 04,Bundesliga,2020,31,1988,22,22,1876,20.8,50,2.40,143,94,67.1,3,3,16,3,13.6,4,3,1,0,25.0,GK,30-34,Goalkeeper,Germany,Europe
59,Wuilker Faríñez,VEN,Lens,Ligue 1,2020,22,1998,3,1,107,1.2,3,2.52,7,4,71.4,0,0,1,0,0.0,1,1,0,0,0.0,GK,20-24,Goalkeeper,Venezuela,South America
63,Marco Festa,ITA,Crotone,Serie A,2020,28,1992,1,1,90,1.0,1,1.00,8,7,87.5,0,1,0,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,Italy,Europe
64,Mark Flekken,NED,Freiburg,Bundesliga,2020,27,1993,3,3,270,3.0,6,2.00,18,12,77.8,1,1,1,0,0.0,3,2,0,1,0.0,GK,25-29,Goalkeeper,Netherlands,Europe
65,Fraser Forster,ENG,Southampton,Premier League,2020,32,1988,8,8,720,8.0,11,1.37,31,19,71.0,4,0,4,2,25.0,3,2,1,0,33.3,GK,30-34,Goalkeeper,England,Europe
66,Daniel Fuzato,BRA,Roma,Serie A,2020,23,1997,5,5,450,5.0,7,1.40,26,19,73.1,2,1,2,2,40.0,0,0,0,0,,GK,20-24,Goalkeeper,Brazil,South America
67,Manuel Gasparini,ITA,Udinese,Serie A,2020,18,2002,1,0,3,0.0,0,0.00,0,0,,0,0,0,0,,0,0,0,0,,GK,Under 20,Goalkeeper,Italy,Europe
68,Paulo Gazzaniga,ARG,Elche,La Liga,2020,28,1992,8,8,720,8.0,9,1.13,22,14,63.6,3,1,4,2,25.0,1,1,0,0,0.0,GK,25-29,Goalkeeper,Argentina,South America
72,Pierluigi Gollini,ITA,Atalanta,Serie A,2020,25,1995,25,25,2156,24.0,26,1.09,65,38,66.2,14,8,3,9,36.0,6,4,2,0,33.3,GK,25-29,Goalkeeper,Italy,Europe
73,Alfred Gomis,SEN,Dijon,Ligue 1,2020,26,1993,5,5,450,5.0,10,2.00,31,22,77.4,0,1,4,0,0.0,3,3,0,0,0.0,GK,25-29,Goalkeeper,Senegal,Africa
74,Alfred Gomis,SEN,Rennes,Ligue 1,2020,26,1993,22,22,1980,22.0,25,1.14,76,52,71.1,7,5,10,5,22.7,4,3,0,1,0.0,GK,25-29,Goalkeeper,Senegal,Africa
75,Etienne Green,ENG,Saint-Étienne,Ligue 1,2020,20,2000,8,8,720,8.0,8,1.00,28,19,78.6,4,1,3,3,37.5,4,2,1,1,33.3,GK,20-24,Goalkeeper,England,Europe
76,Lennart Grill,GER,Leverkusen,Bundesliga,2020,21,1999,4,4,360,4.0,7,1.75,21,14,66.7,1,0,3,1,25.0,0,0,0,0,,GK,20-24,Goalkeeper,Germany,Europe
78,Péter Gulácsi,HUN,RB Leipzig,Bundesliga,2020,30,1990,33,33,2970,33.0,30,0.91,80,50,66.3,19,8,6,15,45.5,3,3,0,0,0.0,GK,30-34,Goalkeeper,Hungary,Europe
80,Dean Henderson,ENG,Manchester Utd,Premier League,2020,23,1997,13,12,1125,12.5,12,0.96,51,39,76.5,9,2,1,4,33.3,0,0,0,0,,GK,20-24,Goalkeeper,England,Europe
82,Marwin Hitz,SUI,Dortmund,Bundesliga,2020,32,1987,16,16,1395,15.5,16,1.03,44,29,68.2,11,2,3,7,43.8,2,2,0,0,0.0,GK,30-34,Goalkeeper,Switzerland,Europe
83,Timo Horn,GER,Köln,Bundesliga,2020,27,1993,34,34,3009,33.4,59,1.76,155,95,66.5,8,9,17,5,14.7,8,7,1,0,12.5,GK,25-29,Goalkeeper,Germany,Europe
84,Lukáš Hrádecký,FIN,Leverkusen,Bundesliga,2020,30,1989,29,29,2565,28.5,29,1.02,83,55,66.3,13,9,7,8,27.6,2,1,1,0,50.0,GK,30-34,Goalkeeper,Finland,Europe
86,Sam Johnstone,ENG,West Brom,Premier League,2020,27,1993,37,37,3330,37.0,74,2.00,234,162,71.4,4,11,22,6,16.2,11,7,1,3,12.5,GK,25-29,Goalkeeper,England,Europe
87,Bingourou Kamara,SEN,Strasbourg,Ligue 1,2020,23,1996,8,8,720,8.0,14,1.75,32,19,59.4,2,0,6,2,25.0,1,1,0,0,0.0,GK,20-24,Goalkeeper,Senegal,Africa
88,Loris Karius,GER,Union Berlin,Bundesliga,2020,27,1993,4,3,292,3.2,1,0.31,4,4,75.0,1,2,0,2,66.7,0,0,0,0,,GK,25-29,Goalkeeper,Germany,Europe
89,Eiji Kawashima,JPN,Strasbourg,Ligue 1,2020,37,1983,24,24,2160,24.0,31,1.29,91,59,69.2,8,7,9,8,33.3,5,3,1,1,25.0,GK,35-39,Goalkeeper,Japan,Asia
90,Caoimhín Kelleher,IRL,Liverpool,Premier League,2020,21,1998,2,2,180,2.0,1,0.50,7,6,85.7,1,0,1,1,50.0,0,0,0,0,,GK,20-24,Goalkeeper,Republic of Ireland,Europe
91,Gregor Kobel,SUI,Stuttgart,Bundesliga,2020,22,1997,33,33,2970,33.0,54,1.64,157,102,68.8,11,9,13,5,15.2,7,5,2,0,28.6,GK,20-24,Goalkeeper,Switzerland,Europe
92,Alban Lafont,FRA,Nantes,Ligue 1,2020,21,1999,38,38,3420,38.0,55,1.45,168,113,73.2,9,13,16,5,13.2,12,10,1,1,9.1,GK,20-24,Goalkeeper,France,Europe
93,Michael Langer,AUT,Schalke 04,Bundesliga,2020,35,1985,3,2,239,2.7,12,4.52,24,13,50.0,0,0,2,0,0.0,0,0,0,0,,GK,35-39,Goalkeeper,Austria,Europe
94,Gautier Larsonneur,FRA,Brest,Ligue 1,2020,23,1997,35,35,3150,35.0,62,1.77,169,108,68.0,10,7,18,6,17.1,10,8,1,1,11.1,GK,20-24,Goalkeeper,France,Europe
95,Jean-Louis Leca,FRA,Lens,Ligue 1,2020,34,1985,37,37,3313,36.8,51,1.39,136,88,69.9,15,12,10,8,21.6,10,10,0,0,0.0,GK,30-34,Goalkeeper,France,Europe
96,Benjamin Lecomte,FRA,Monaco,Ligue 1,2020,29,1991,28,28,2520,28.0,27,0.96,68,42,64.7,18,5,5,13,46.4,3,3,0,0,0.0,GK,25-29,Goalkeeper,France,Europe
97,Jeremías Ledesma,ARG,Cádiz,La Liga,2020,27,1993,32,32,2880,32.0,45,1.41,127,82,70.9,10,10,12,9,28.1,9,8,1,0,11.1,GK,25-29,Goalkeeper,Argentina,South America
98,Bernd Leno,GER,Arsenal,Premier League,2020,28,1992,35,35,3131,34.8,37,1.06,117,83,69.2,17,6,12,11,31.4,2,1,1,0,50.0,GK,25-29,Goalkeeper,Germany,Europe
99,Karlo Letica,CRO,Sampdoria,Serie A,2020,23,1997,1,1,90,1.0,0,0.00,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,GK,20-24,Goalkeeper,Croatia,Europe
100,Hugo Lloris,FRA,Tottenham,Premier League,2020,33,1986,38,38,3420,38.0,45,1.18,155,113,77.4,18,8,12,12,31.6,10,10,0,0,0.0,GK,30-34,Goalkeeper,France,Europe
101,Niklas Lomb,GER,Leverkusen,Bundesliga,2020,27,1993,2,1,135,1.5,3,2.00,8,5,62.5,0,1,0,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,Germany,Europe
102,Anthony Lopes,POR,Lyon,Ligue 1,2020,29,1990,38,38,3420,38.0,43,1.13,134,92,71.6,22,10,6,11,28.9,7,5,1,1,16.7,GK,25-29,Goalkeeper,Portugal,Europe
104,Andreas Luthe,GER,Union Berlin,Bundesliga,2020,33,1987,31,31,2768,30.8,42,1.37,132,89,71.2,11,12,8,5,16.1,5,4,1,0,20.0,GK,30-34,Goalkeeper,Germany,Europe
105,Mike Maignan,FRA,Lille,Ligue 1,2020,25,1995,38,38,3420,38.0,23,0.61,107,85,79.4,24,11,3,21,55.3,2,1,1,0,50.0,GK,25-29,Goalkeeper,France,Europe
107,Steve Mandanda,FRA,Marseille,Ligue 1,2020,35,1985,37,37,3330,37.0,45,1.22,127,83,66.9,16,12,9,8,21.6,3,3,0,0,0.0,GK,35-39,Goalkeeper,France,Europe
108,Niccolò Manfredini,ITA,Benevento,Serie A,2020,32,1988,1,1,90,1.0,1,1.00,5,4,80.0,0,1,0,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Italy,Europe
109,Vito Mannone,ITA,Monaco,Ligue 1,2020,32,1988,9,9,810,9.0,14,1.56,33,19,63.6,5,1,3,2,22.2,2,2,0,0,0.0,GK,30-34,Goalkeeper,Italy,Europe
110,Federico Marchetti,ITA,Genoa,Serie A,2020,37,1983,4,4,334,3.7,11,2.96,18,7,38.9,0,1,3,0,0.0,0,0,0,0,,GK,35-39,Goalkeeper,Italy,Europe
111,Emiliano Martínez,ARG,Aston Villa,Premier League,2020,27,1992,38,38,3420,38.0,46,1.21,186,133,78.0,16,7,15,15,39.5,6,5,1,0,16.7,GK,25-29,Goalkeeper,Argentina,South America
114,Alex McCarthy,ENG,Southampton,Premier League,2020,30,1989,30,30,2700,30.0,57,1.90,147,91,65.3,8,7,15,7,23.3,6,6,0,0,0.0,GK,30-34,Goalkeeper,England,Europe
115,Edouard Mendy,SEN,Chelsea,Premier League,2020,28,1992,31,31,2745,30.5,25,0.82,81,56,71.6,17,7,7,16,51.6,3,2,1,0,33.3,GK,25-29,Goalkeeper,Senegal,Africa
116,Edouard Mendy,SEN,Rennes,Ligue 1,2020,28,1992,1,1,90,1.0,1,1.00,1,0,0.0,0,1,0,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,Senegal,Africa
117,Alex Meret,ITA,Napoli,Serie A,2020,23,1997,22,22,1980,22.0,29,1.32,81,53,66.7,13,5,4,6,27.3,2,2,0,0,0.0,GK,20-24,Goalkeeper,Italy,Europe
118,Illan Meslier,FRA,Leeds United,Premier League,2020,20,2000,35,35,3150,35.0,52,1.49,188,137,76.6,16,5,14,11,31.4,9,8,1,0,11.1,GK,20-24,Goalkeeper,France,Europe
120,Antonio Mirante,ITA,Roma,Serie A,2020,37,1983,13,13,1153,12.8,19,1.48,56,36,69.6,6,3,4,5,38.5,3,2,1,0,33.3,GK,35-39,Goalkeeper,Italy,Europe
121,Lorenzo Montipò,ITA,Benevento,Serie A,2020,24,1996,37,37,3330,37.0,74,2.00,172,103,59.3,7,11,19,7,18.9,5,4,1,0,20.0,GK,20-24,Goalkeeper,Italy,Europe
122,Jessy Moulin,FRA,Saint-Étienne,Ligue 1,2020,34,1986,29,29,2610,29.0,42,1.45,100,60,62.0,8,9,12,9,31.0,4,4,0,0,0.0,GK,30-34,Goalkeeper,France,Europe
123,Florian Müller,GER,Freiburg,Bundesliga,2020,22,1997,31,31,2790,31.0,46,1.48,157,112,72.0,11,8,12,6,19.4,3,2,1,0,33.3,GK,20-24,Goalkeeper,Germany,Europe
124,Juan Musso,ARG,Udinese,Serie A,2020,26,1994,35,35,3147,35.0,51,1.46,149,98,74.5,9,10,16,8,22.9,13,13,0,0,0.0,GK,25-29,Goalkeeper,Argentina,South America
125,Paul Nardi,FRA,Lorient,Ligue 1,2020,26,1994,23,23,2070,23.0,43,1.87,111,68,64.9,6,4,13,3,13.0,5,4,0,1,0.0,GK,25-29,Goalkeeper,France,Europe
126,Keylor Navas,CRC,Paris S-G,Ligue 1,2020,33,1986,29,29,2520,28.0,18,0.64,92,73,81.5,21,3,5,14,48.3,2,1,1,0,50.0,GK,30-34,Goalkeeper,Costa Rica,North America
127,Neto,BRA,Barcelona,La Liga,2020,31,1989,7,7,630,7.0,6,0.86,24,18,83.3,3,2,2,3,42.9,2,2,0,0,0.0,GK,30-34,Goalkeeper,Brazil,South America
128,Manuel Neuer,GER,Bayern Munich,Bundesliga,2020,34,1986,33,33,2970,33.0,42,1.27,123,80,66.7,24,5,4,9,27.3,3,1,1,1,50.0,GK,30-34,Goalkeeper,Germany,Europe
129,Will Norris,ENG,Burnley,Premier League,2020,26,1993,2,2,180,2.0,4,2.00,6,2,33.3,0,0,2,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,England,Europe
130,Alexander Nübel,GER,Bayern Munich,Bundesliga,2020,23,1996,1,1,90,1.0,2,2.00,4,2,50.0,0,1,0,0,0.0,0,0,0,0,,GK,20-24,Goalkeeper,Germany,Europe
